,c_dest,c_cit,weight,scaled,gdp_diff,dest_gdp,cit_gdp
97,Austria,Belgium,1741,0.00020706172044859962,2800.0,37800.0,35000.0
98,Austria,Bulgaria,12472,0.0014833278445921508,32100.0,37800.0,5700.0
99,Austria,Croatia,58297,0.0069334159201562395,27500.0,37800.0,10300.0
100,Austria,Cyprus,125,1.4866579584190094e-05,15200.0,37800.0,22600.0
101,Austria,Czechia,9635,0.0011459159543493725,22400.0,37800.0,15400.0
102,Austria,Denmark,962,0.00011441319647992696,-7700.0,37800.0,45500.0
103,Austria,Estonia,338,4.019923119565001e-05,24300.0,37800.0,13500.0
104,Austria,Finland,1267,0.0001506876506653508,900.0,37800.0,36900.0
105,Austria,France,6562,0.0007804359618516432,6000.0,37800.0,31800.0
106,Austria,Germany,150867,0.017943010097024054,3500.0,37800.0,34300.0
107,Austria,Greece,3052,0.00036298240712758536,20500.0,37800.0,17300.0
108,Austria,Hungary,29832,0.0035479984172444713,27800.0,37800.0,10000.0
109,Austria,Iceland,186,2.212147042127486e-05,2100.0,37800.0,35700.0
110,Austria,Ireland,997,0.00011857583876350019,-300.0,37800.0,38100.0
111,Austria,Italy,16212,0.0019281359057511185,11100.0,37800.0,26700.0
112,Austria,Latvia,838,9.96655495324104e-05,27000.0,37800.0,10800.0
113,Austria,Liechtenstein,399,4.745412203273478e-05,,37800.0,
114,Austria,Lithuania,962,0.00011441319647992696,26600.0,37800.0,11200.0
115,Austria,Luxembourg,607,7.219211046082709e-05,-45200.0,37800.0,83000.0
116,Austria,Malta,72,8.563149840493494e-06,20700.0,37800.0,17100.0
117,Austria,Netherlands,7231,0.0008600018957862286,-1200.0,37800.0,39000.0
118,Austria,Norway,607,7.219211046082709e-05,-41300.0,37800.0,79100.0
119,Austria,Poland,42089,0.005005755744951815,27700.0,37800.0,10100.0
120,Austria,Portugal,1875,0.00022299869376285142,21800.0,37800.0,16000.0
121,Austria,Romania,47315,0.005627297704207635,31200.0,37800.0,6600.0
122,Austria,Slovakia,22547,0.0026815741590778723,24400.0,37800.0,13400.0
123,Austria,Slovenia,8593,0.001021988146935564,20300.0,37800.0,17500.0
124,Austria,Spain,3532,0.0004200700727308753,15600.0,37800.0,22200.0
125,Austria,Sweden,2751,0.0003271836834888556,-6700.0,37800.0,44500.0
126,Austria,Switzerland,7312,0.0008696354393567837,-27200.0,37800.0,65000.0
127,Austria,United Kingdom,8693,0.001033881410602916,5000.0,37800.0,32800.0
160,Belgium,Austria,5982,0.0005400920865133264,-2800.0,35000.0,37800.0
162,Belgium,Bulgaria,20416,0.0018432831892771769,29300.0,35000.0,5700.0
163,Belgium,Croatia,976,8.811933741842302e-05,24700.0,35000.0,10300.0
164,Belgium,Cyprus,354,3.196131705545261e-05,12400.0,35000.0,22600.0
165,Belgium,Czechia,3126,0.0002822346811167934,19600.0,35000.0,15400.0
166,Belgium,Denmark,2890,0.0002609271364131584,-10500.0,35000.0,45500.0
167,Belgium,Estonia,865,7.809756851120484e-05,21500.0,35000.0,13500.0
168,Belgium,Finland,2991,0.0002700460432566632,-1900.0,35000.0,36900.0
169,Belgium,France,149803,0.013525144573045107,3200.0,35000.0,31800.0
170,Belgium,Germany,39884,0.003600975054914328,700.0,35000.0,34300.0
171,Belgium,Greece,15008,0.0013550153852209968,17700.0,35000.0,17300.0
172,Belgium,Hungary,4734,0.00042741490096190023,25000.0,35000.0,10000.0
173,Belgium,Iceland,233,2.103668608452107e-05,-700.0,35000.0,35700.0
174,Belgium,Ireland,3879,0.00035022019451440875,-3100.0,35000.0,38100.0
175,Belgium,Italy,159638,0.014413109412707188,8300.0,35000.0,26700.0
176,Belgium,Latvia,1423,0.0001284772716664098,24200.0,35000.0,10800.0
177,Belgium,Liechtenstein,13,1.1737206828273559e-06,,35000.0,
178,Belgium,Lithuania,1894,0.00017100207486730863,23800.0,35000.0,11200.0
179,Belgium,Luxembourg,4367,0.0003942798632236202,-48000.0,35000.0,83000.0
180,Belgium,Malta,412,3.7197917024990045e-05,17900.0,35000.0,17100.0
181,Belgium,Netherlands,141059,0.012735681984534154,-4000.0,35000.0,39000.0
182,Belgium,Norway,1282,0.00011574691656805156,-44100.0,35000.0,79100.0
183,Belgium,Poland,55906,0.005047540653395858,24900.0,35000.0,10100.0
184,Belgium,Portugal,36041,0.0032540051638292873,19000.0,35000.0,16000.0
185,Belgium,Romania,42404,0.0038284962949700924,28400.0,35000.0,6600.0
186,Belgium,Slovakia,5395,0.0004870940833733527,21600.0,35000.0,13400.0
187,Belgium,Slovenia,890,8.035472367048821e-05,17500.0,35000.0,17500.0
188,Belgium,Spain,50835,0.004589699300886818,12800.0,35000.0,22200.0
189,Belgium,Sweden,4358,0.0003934672873662782,-9500.0,35000.0,44500.0
190,Belgium,Switzerland,2107,0.00019023303682440298,-30000.0,35000.0,65000.0
191,Belgium,United Kingdom,24777,0.002237021335262569,2200.0,35000.0,32800.0
192,Bulgaria,Austria,143,1.9516258817800576e-05,-32100.0,5700.0,37800.0
193,Bulgaria,Belgium,110,1.501250678292352e-05,-29300.0,5700.0,35000.0
195,Bulgaria,Croatia,36,4.913184038047697e-06,-4600.0,5700.0,10300.0
196,Bulgaria,Cyprus,107,1.4603074779752878e-05,-16900.0,5700.0,22600.0
197,Bulgaria,Czechia,366,4.9950704386818256e-05,-9700.0,5700.0,15400.0
198,Bulgaria,Denmark,43,5.868525378779194e-06,-39800.0,5700.0,45500.0
199,Bulgaria,Estonia,30,4.094320031706415e-06,-7800.0,5700.0,13500.0
200,Bulgaria,Finland,40,5.459093375608553e-06,-31200.0,5700.0,36900.0
201,Bulgaria,France,260,3.548410694145559e-05,-26100.0,5700.0,31800.0
202,Bulgaria,Germany,820,0.00011191141419997532,-28600.0,5700.0,34300.0
203,Bulgaria,Greece,1189,0.0001622715505899642,-11600.0,5700.0,17300.0
204,Bulgaria,Hungary,132,1.8015008139508222e-05,-4300.0,5700.0,10000.0
205,Bulgaria,Iceland,9,1.2282960095119242e-06,-30000.0,5700.0,35700.0
206,Bulgaria,Ireland,74,1.0099322744875822e-05,-32400.0,5700.0,38100.0
207,Bulgaria,Italy,435,5.936764045974301e-05,-21000.0,5700.0,26700.0
208,Bulgaria,Latvia,62,8.461594732193256e-06,-5100.0,5700.0,10800.0
209,Bulgaria,Liechtenstein,0,0.0,,5700.0,
210,Bulgaria,Lithuania,48,6.550912050730263e-06,-5500.0,5700.0,11200.0
211,Bulgaria,Luxembourg,3,4.0943200317064145e-07,-77300.0,5700.0,83000.0
212,Bulgaria,Malta,8,1.0918186751217105e-06,-11400.0,5700.0,17100.0
213,Bulgaria,Netherlands,196,2.6749557540481906e-05,-33300.0,5700.0,39000.0
214,Bulgaria,Norway,34,4.6402293692672696e-06,-73400.0,5700.0,79100.0
215,Bulgaria,Poland,809,0.00011041016352168298,-4400.0,5700.0,10100.0
216,Bulgaria,Portugal,25,3.4119333597553453e-06,-10300.0,5700.0,16000.0
217,Bulgaria,Romania,320,4.367274700486842e-05,-900.0,5700.0,6600.0
218,Bulgaria,Slovakia,181,2.4702397524628698e-05,-7700.0,5700.0,13400.0
219,Bulgaria,Slovenia,22,3.0025013565847038e-06,-11800.0,5700.0,17500.0
220,Bulgaria,Spain,149,2.033512282414186e-05,-16500.0,5700.0,22200.0
221,Bulgaria,Sweden,59,8.052162729022614e-06,-38800.0,5700.0,44500.0
222,Bulgaria,Switzerland,55,7.50625339146176e-06,-59300.0,5700.0,65000.0
223,Bulgaria,United Kingdom,2408,0.00032863742121163486,-27100.0,5700.0,32800.0
288,Czechia,Austria,3282,0.0003124094219711778,-22400.0,15400.0,37800.0
289,Czechia,Belgium,523,4.978370740125716e-05,-19600.0,15400.0,35000.0
290,Czechia,Bulgaria,7434,0.0007076330417226496,9700.0,15400.0,5700.0
291,Czechia,Croatia,2364,0.00022502616500300559,5100.0,15400.0,10300.0
292,Czechia,Cyprus,95,9.042929642675775e-06,-7200.0,15400.0,22600.0
294,Czechia,Denmark,311,2.9603695988128062e-05,-30100.0,15400.0,45500.0
295,Czechia,Estonia,111,1.0565949371968536e-05,1900.0,15400.0,13500.0
296,Czechia,Finland,264,2.512982553333057e-05,-21500.0,15400.0,36900.0
297,Czechia,France,2715,0.0002584374103143655,-16400.0,15400.0,31800.0
298,Czechia,Germany,15758,0.001499984055887209,-18900.0,15400.0,34300.0
299,Czechia,Greece,938,8.928703162978817e-05,-1900.0,15400.0,17300.0
300,Czechia,Hungary,839,7.986334705478921e-05,5400.0,15400.0,10000.0
301,Czechia,Iceland,28,2.6652845262623334e-06,-20300.0,15400.0,35700.0
302,Czechia,Ireland,625,5.949295817549852e-05,-22700.0,15400.0,38100.0
303,Czechia,Italy,2932,0.0002790933653928986,-11300.0,15400.0,26700.0
304,Czechia,Latvia,243,2.3130862138633823e-05,4600.0,15400.0,10800.0
305,Czechia,Liechtenstein,5,4.7594366540398815e-07,,15400.0,
306,Czechia,Lithuania,495,4.7118422874994826e-05,4200.0,15400.0,11200.0
307,Czechia,Luxembourg,19,1.808585928535155e-06,-67600.0,15400.0,83000.0
308,Czechia,Malta,20,1.9037746616159526e-06,-1700.0,15400.0,17100.0
309,Czechia,Netherlands,2681,0.0002552009933896184,-23600.0,15400.0,39000.0
310,Czechia,Norway,146,1.3897555029796453e-05,-63700.0,15400.0,79100.0
311,Czechia,Poland,19058,0.001814106875053841,5300.0,15400.0,10100.0
