,c_dest,c_cit,weight,scaled,gdp_diff,dest_gdp,cit_gdp
97,Austria,Belgium,1521,0.00018248343761843877,2200.0,34500.0,32300.0
98,Austria,Bulgaria,8881,0.0010655065151146316,29600.0,34500.0,4900.0
99,Austria,Croatia,58946,0.0070721030334362205,24000.0,34500.0,10500.0
100,Austria,Cyprus,111,1.3317331739412692e-05,11400.0,34500.0,23100.0
101,Austria,Czechia,8925,0.0010707854574257502,20300.0,34500.0,14200.0
102,Austria,Denmark,967,0.00011601675488299164,-7400.0,34500.0,41900.0
103,Austria,Estonia,235,2.819435097983768e-05,23900.0,34500.0,10600.0
104,Austria,Finland,1117,0.00013401314912544124,600.0,34500.0,33900.0
105,Austria,France,6224,0.0007467303851000414,4600.0,34500.0,29900.0
106,Austria,Germany,128706,0.01544162611579144,3900.0,34500.0,30600.0
107,Austria,Greece,2405,0.000288542187687275,13100.0,34500.0,21400.0
108,Austria,Hungary,21276,0.002552608559349049,25100.0,34500.0,9400.0
109,Austria,Iceland,133,1.5956802894971964e-05,5000.0,34500.0,29500.0
110,Austria,Ireland,843,0.00010113973564256666,-3000.0,34500.0,37500.0
111,Austria,Italy,13868,0.001663826635695272,8100.0,34500.0,26400.0
112,Austria,Latvia,453,5.434911061219774e-05,25700.0,34500.0,8800.0
113,Austria,Liechtenstein,382,4.583081733743827e-05,,34500.0,
114,Austria,Lithuania,637,7.642468754960256e-05,26000.0,34500.0,8500.0
115,Austria,Luxembourg,531,6.370723561827152e-05,-39700.0,34500.0,74200.0
116,Austria,Malta,56,6.7186538505145105e-06,19600.0,34500.0,14900.0
117,Austria,Netherlands,6576,0.0007889619235889897,-3300.0,34500.0,37800.0
118,Austria,Norway,592,7.102576927686769e-05,-23200.0,34500.0,57700.0
119,Austria,Poland,36563,0.004386681084577894,26300.0,34500.0,8200.0
120,Austria,Portugal,1522,0.0001826034135800551,17900.0,34500.0,16600.0
121,Austria,Romania,32214,0.0038649056275084723,28400.0,34500.0,6100.0
122,Austria,Slovakia,17928,0.002150929039857574,22700.0,34500.0,11800.0
123,Austria,Slovenia,7688,0.0009223751929063493,16800.0,34500.0,17700.0
124,Austria,Spain,2644,0.00031721644251357797,11200.0,34500.0,23300.0
125,Austria,Sweden,2781,0.00033365314925501525,1200.0,34500.0,33300.0
126,Austria,Switzerland,7058,0.0008467903370880611,-15700.0,34500.0,50200.0
127,Austria,United Kingdom,8041,0.000964726707356914,6800.0,34500.0,27700.0
160,Belgium,Austria,2551,0.00023723435518009723,-2200.0,32300.0,34500.0
162,Belgium,Bulgaria,10410,0.0009680947226283074,27400.0,32300.0,4900.0
163,Belgium,Croatia,797,7.411829912917973e-05,21800.0,32300.0,10500.0
164,Belgium,Cyprus,263,2.4458108746517276e-05,9200.0,32300.0,23100.0
165,Belgium,Czechia,2389,0.00022216890416513221,18100.0,32300.0,14200.0
166,Belgium,Denmark,3101,0.00028838249134201547,-9600.0,32300.0,41900.0
167,Belgium,Estonia,686,6.379567528559259e-05,21700.0,32300.0,10600.0
168,Belgium,Finland,3011,0.0002800127963337016,-1600.0,32300.0,33900.0
169,Belgium,France,136639,0.012706963958233362,2400.0,32300.0,29900.0
170,Belgium,Germany,39137,0.0036396083726708997,1700.0,32300.0,30600.0
171,Belgium,Greece,14922,0.0013876954323784442,10900.0,32300.0,21400.0
172,Belgium,Hungary,3312,0.0003080047763059514,22900.0,32300.0,9400.0
173,Belgium,Iceland,168,1.5623430682185942e-05,2800.0,32300.0,29500.0
174,Belgium,Ireland,3567,0.0003317189121628408,-5200.0,32300.0,37500.0
175,Belgium,Italy,166956,0.0155263422200895,5900.0,32300.0,26400.0
176,Belgium,Latvia,802,7.458328218519717e-05,23500.0,32300.0,8800.0
177,Belgium,Liechtenstein,15,1.3949491680523162e-06,,32300.0,
178,Belgium,Lithuania,1237,0.00011503680805871434,23800.0,32300.0,8500.0
179,Belgium,Luxembourg,4453,0.0004141139096891309,-41900.0,32300.0,74200.0
180,Belgium,Malta,321,2.9851912196319565e-05,17400.0,32300.0,14900.0
181,Belgium,Netherlands,130230,0.01211094867703021,-5500.0,32300.0,37800.0
182,Belgium,Norway,1350,0.00012554542512470846,-25400.0,32300.0,57700.0
183,Belgium,Poland,36259,0.003371964125627262,24100.0,32300.0,8200.0
