"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2015","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Austria","Total","Age reached during the year","Total","Number","Total","166,323",""
"2015","Austria","Total","Age reached during the year","Reporting country","Number","Total","7,693",""
"2015","Austria","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","64,878",""
"2015","Austria","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","90,248",""
"2015","Austria","Total","Age reached during the year","Unknown","Number","Total","3,504",""
"2015","Poland","Total","Age reached during the year","Total","Number","Total","218,147","p"
"2015","Poland","Total","Age reached during the year","Reporting country","Number","Total","109,184","p"
"2015","Poland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","34,789","p"
"2015","Poland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","70,278","p"
"2015","Poland","Total","Age reached during the year","Unknown","Number","Total","3,896","p"
"2015","Portugal","Total","Age reached during the year","Total","Number","Total","29,896",""
"2015","Portugal","Total","Age reached during the year","Reporting country","Number","Total","12,712",""
"2015","Portugal","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","7,405",""
"2015","Portugal","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","9,751",""
"2015","Portugal","Total","Age reached during the year","Unknown","Number","Total","28",""
"2015","Romania","Total","Age reached during the year","Total","Number","Total","132,795",""
"2015","Romania","Total","Age reached during the year","Reporting country","Number","Total","87,120",""
"2015","Romania","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","13,588",""
"2015","Romania","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","26,169",""
"2015","Romania","Total","Age reached during the year","Unknown","Number","Total","5,918",""
"2015","Slovenia","Total","Age reached during the year","Total","Number","Total","15,420",""
"2015","Slovenia","Total","Age reached during the year","Reporting country","Number","Total","1,885",""
"2015","Slovenia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","2,686",""
"2015","Slovenia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","10,849",""
"2015","Slovenia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Slovakia","Total","Age reached during the year","Total","Number","Total","6,997","p"
"2015","Slovakia","Total","Age reached during the year","Reporting country","Number","Total","939","p"
"2015","Slovakia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","4,699","p"
"2015","Slovakia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","1,359","p"
"2015","Slovakia","Total","Age reached during the year","Unknown","Number","Total","0","p"
"2015","Finland","Total","Age reached during the year","Total","Number","Total","28,746",""
"2015","Finland","Total","Age reached during the year","Reporting country","Number","Total","5,923",""
"2015","Finland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","7,301",""
"2015","Finland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","13,933",""
"2015","Finland","Total","Age reached during the year","Unknown","Number","Total","1,589",""
"2015","Sweden","Total","Age reached during the year","Total","Number","Total","134,240",""
"2015","Sweden","Total","Age reached during the year","Reporting country","Number","Total","14,580",""
"2015","Sweden","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","29,015",""
"2015","Sweden","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","90,470",""
"2015","Sweden","Total","Age reached during the year","Unknown","Number","Total","175",""
"2015","United Kingdom","Total","Age reached during the year","Total","Number","Total","631,452",""
"2015","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","72,962",""
"2015","United Kingdom","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","258,430",""
"2015","United Kingdom","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","300,060",""
"2015","United Kingdom","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Iceland","Total","Age reached during the year","Total","Number","Total","5,635",""
"2015","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1,414",""
"2015","Iceland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","3,169",""
"2015","Iceland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","1,016",""
"2015","Iceland","Total","Age reached during the year","Unknown","Number","Total","36",""
"2015","Liechtenstein","Total","Age reached during the year","Total","Number","Total","657",""
"2015","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","42",""
"2015","Liechtenstein","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","281",""
"2015","Liechtenstein","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","334",""
"2015","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Norway","Total","Age reached during the year","Total","Number","Total","60,816",""
"2015","Norway","Total","Age reached during the year","Reporting country","Number","Total","4,583",""
"2015","Norway","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","25,815",""
"2015","Norway","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","30,418",""
"2015","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Switzerland","Total","Age reached during the year","Total","Number","Total","153,627",""
"2015","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","19,019",""
"2015","Switzerland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","82,018",""
"2015","Switzerland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","51,655",""
"2015","Switzerland","Total","Age reached during the year","Unknown","Number","Total","935",""
"2016","Belgium","Total","Age reached during the year","Total","Number","Total","123,702",""
"2016","Belgium","Total","Age reached during the year","Reporting country","Number","Total","15,382",""
"2016","Belgium","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","52,093",""
"2016","Belgium","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","55,458",""
"2016","Belgium","Total","Age reached during the year","Unknown","Number","Total","769",""
"2016","Bulgaria","Total","Age reached during the year","Total","Number","Total","21,241","p"
"2016","Bulgaria","Total","Age reached during the year","Reporting country","Number","Total","9,697","p"
"2016","Bulgaria","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","1,891","p"
"2016","Bulgaria","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","9,650","p"
"2016","Bulgaria","Total","Age reached during the year","Unknown","Number","Total","3","p"
"2016","Czechia","Total","Age reached during the year","Total","Number","Total","64,083",""
"2016","Czechia","Total","Age reached during the year","Reporting country","Number","Total","10,042",""
"2016","Czechia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","23,468",""
"2016","Czechia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","30,573",""
"2016","Czechia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Denmark","Total","Age reached during the year","Total","Number","Total","74,383",""
"2016","Denmark","Total","Age reached during the year","Reporting country","Number","Total","15,548",""
"2016","Denmark","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","24,612",""
"2016","Denmark","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","34,203",""
"2016","Denmark","Total","Age reached during the year","Unknown","Number","Total","20",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","1,029,852","be"
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","76,563","be"
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","383,155","be"
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","549,831","be"
"2016","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","20,303","be"
"2016","Estonia","Total","Age reached during the year","Total","Number","Total","14,822",""
"2016","Estonia","Total","Age reached during the year","Reporting country","Number","Total","6,624",""
"2016","Estonia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","3,566",""
"2016","Estonia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","4,629",""
"2016","Estonia","Total","Age reached during the year","Unknown","Number","Total","3",""
"2016","Ireland","Total","Age reached during the year","Total","Number","Total","85,185",""
"2016","Ireland","Total","Age reached during the year","Reporting country","Number","Total","28,740",""
"2016","Ireland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","28,391",""
"2016","Ireland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","26,936",""
"2016","Ireland","Total","Age reached during the year","Unknown","Number","Total","1,118",""
"2016","Greece","Total","Age reached during the year","Total","Number","Total","116,867","b"
"2016","Greece","Total","Age reached during the year","Reporting country","Number","Total","26,819","b"
"2016","Greece","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","19,327","b"
"2016","Greece","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","70,721","b"
"2016","Greece","Total","Age reached during the year","Unknown","Number","Total","0","b"
"2016","Spain","Total","Age reached during the year","Total","Number","Total","414,746",""
"2016","Spain","Total","Age reached during the year","Reporting country","Number","Total","33,820",""
"2016","Spain","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","105,131",""
"2016","Spain","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","275,795",""
"2016","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","France","Total","Age reached during the year","Total","Number","Total","378,115",""
"2016","France","Total","Age reached during the year","Reporting country","Number","Total","94,373",""
"2016","France","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","83,820",""
"2016","France","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","199,922",""
"2016","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Croatia","Total","Age reached during the year","Total","Number","Total","13,985",""
"2016","Croatia","Total","Age reached during the year","Reporting country","Number","Total","3,621",""
"2016","Croatia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","2,402",""
"2016","Croatia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","7,962",""
"2016","Croatia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Italy","Total","Age reached during the year","Total","Number","Total","300,823",""
"2016","Italy","Total","Age reached during the year","Reporting country","Number","Total","29,115",""
"2016","Italy","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","55,285",""
"2016","Italy","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","216,423",""
"2016","Italy","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Cyprus","Total","Age reached during the year","Total","Number","Total","17,391",""
"2016","Cyprus","Total","Age reached during the year","Reporting country","Number","Total","3,415",""
"2016","Cyprus","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","6,823",""
"2016","Cyprus","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","7,153",""
"2016","Cyprus","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Latvia","Total","Age reached during the year","Total","Number","Total","8,345",""
"2016","Latvia","Total","Age reached during the year","Reporting country","Number","Total","3,995",""
"2016","Latvia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","1,356",""
"2016","Latvia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","2,958",""
"2016","Latvia","Total","Age reached during the year","Unknown","Number","Total","36",""
"2016","Lithuania","Total","Age reached during the year","Total","Number","Total","20,162",""
"2016","Lithuania","Total","Age reached during the year","Reporting country","Number","Total","11,550",""
"2016","Lithuania","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","1,557",""
"2016","Lithuania","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","7,055",""
"2016","Lithuania","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Luxembourg","Total","Age reached during the year","Total","Number","Total","22,888",""
"2016","Luxembourg","Total","Age reached during the year","Reporting country","Number","Total","1,336",""
"2016","Luxembourg","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","13,978",""
"2016","Luxembourg","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","7,435",""
"2016","Luxembourg","Total","Age reached during the year","Unknown","Number","Total","139",""
"2016","Hungary","Total","Age reached during the year","Total","Number","Total","53,618",""
"2016","Hungary","Total","Age reached during the year","Reporting country","Number","Total","16,504",""
"2016","Hungary","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","14,566",""
"2016","Hungary","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","22,543",""
"2016","Hungary","Total","Age reached during the year","Unknown","Number","Total","5",""
"2016","Malta","Total","Age reached during the year","Total","Number","Total","17,051",""
"2016","Malta","Total","Age reached during the year","Reporting country","Number","Total","1,629",""
"2016","Malta","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","8,302",""
"2016","Malta","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","7,120",""
"2016","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Netherlands","Total","Age reached during the year","Total","Number","Total","189,232",""
"2016","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","28,316",""
"2016","Netherlands","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","61,082",""
"2016","Netherlands","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","99,834",""
"2016","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Austria","Total","Age reached during the year","Total","Number","Total","129,509",""
"2016","Austria","Total","Age reached during the year","Reporting country","Number","Total","7,825",""
"2016","Austria","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","60,592",""
"2016","Austria","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","58,497",""
"2016","Austria","Total","Age reached during the year","Unknown","Number","Total","2,595",""
"2016","Poland","Total","Age reached during the year","Total","Number","Total","208,302","ep"
"2016","Poland","Total","Age reached during the year","Reporting country","Number","Total","121,484","ep"
"2016","Poland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","30,922","ep"
"2016","Poland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","51,916","ep"
"2016","Poland","Total","Age reached during the year","Unknown","Number","Total","3,980","ep"
"2016","Portugal","Total","Age reached during the year","Total","Number","Total","29,925","e"
"2016","Portugal","Total","Age reached during the year","Reporting country","Number","Total","11,790","e"
"2016","Portugal","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","7,426","e"
"2016","Portugal","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","10,696","e"
"2016","Portugal","Total","Age reached during the year","Unknown","Number","Total","13","e"
"2016","Romania","Total","Age reached during the year","Total","Number","Total","137,455",""
"2016","Romania","Total","Age reached during the year","Reporting country","Number","Total","90,074",""
"2016","Romania","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","9,858",""
"2016","Romania","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","36,073",""
"2016","Romania","Total","Age reached during the year","Unknown","Number","Total","1,450",""
"2016","Slovenia","Total","Age reached during the year","Total","Number","Total","16,623",""
"2016","Slovenia","Total","Age reached during the year","Reporting country","Number","Total","2,006",""
"2016","Slovenia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","3,209",""
"2016","Slovenia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","11,408",""
"2016","Slovenia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Slovakia","Total","Age reached during the year","Total","Number","Total","7,686","p"
"2016","Slovakia","Total","Age reached during the year","Reporting country","Number","Total","1,100","p"
"2016","Slovakia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","5,150","p"
"2016","Slovakia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","1,436","p"
"2016","Slovakia","Total","Age reached during the year","Unknown","Number","Total","0","p"
"2016","Finland","Total","Age reached during the year","Total","Number","Total","34,905",""
"2016","Finland","Total","Age reached during the year","Reporting country","Number","Total","6,301",""
"2016","Finland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","6,995",""
"2016","Finland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","20,566",""
"2016","Finland","Total","Age reached during the year","Unknown","Number","Total","1,043",""
"2016","Sweden","Total","Age reached during the year","Total","Number","Total","163,005",""
"2016","Sweden","Total","Age reached during the year","Reporting country","Number","Total","15,318",""
"2016","Sweden","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","29,583",""
"2016","Sweden","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","117,894",""
"2016","Sweden","Total","Age reached during the year","Unknown","Number","Total","210",""
"2016","United Kingdom","Total","Age reached during the year","Total","Number","Total","588,993",""
"2016","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","63,311",""
"2016","United Kingdom","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","238,830",""
"2016","United Kingdom","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","286,852",""
"2016","United Kingdom","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Iceland","Total","Age reached during the year","Total","Number","Total","8,710",""
"2016","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1,747",""
"2016","Iceland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","5,137",""
"2016","Iceland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","1,548",""
"2016","Iceland","Total","Age reached during the year","Unknown","Number","Total","278",""
"2016","Liechtenstein","Total","Age reached during the year","Total","Number","Total","607",""
"2016","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","38",""
"2016","Liechtenstein","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","230",""
"2016","Liechtenstein","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","339",""
"2016","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Norway","Total","Age reached during the year","Total","Number","Total","61,460",""
"2016","Norway","Total","Age reached during the year","Reporting country","Number","Total","4,378",""
"2016","Norway","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","20,396",""
"2016","Norway","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","36,686",""
"2016","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2016","Switzerland","Total","Age reached during the year","Total","Number","Total","149,305",""
"2016","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","17,473",""
"2016","Switzerland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","78,313",""
"2016","Switzerland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","52,744",""
"2016","Switzerland","Total","Age reached during the year","Unknown","Number","Total","775",""
"2017","Belgium","Total","Age reached during the year","Total","Number","Total","126,703",""
"2017","Belgium","Total","Age reached during the year","Reporting country","Number","Total","14,454",""
"2017","Belgium","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","53,017",""
"2017","Belgium","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","58,663",""
"2017","Belgium","Total","Age reached during the year","Unknown","Number","Total","569",""
"2017","Bulgaria","Total","Age reached during the year","Total","Number","Total","25,597","p"
"2017","Bulgaria","Total","Age reached during the year","Reporting country","Number","Total","12,614","p"
"2017","Bulgaria","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","2,031","p"
"2017","Bulgaria","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","10,952","p"
"2017","Bulgaria","Total","Age reached during the year","Unknown","Number","Total","0","p"
"2017","Czechia","Total","Age reached during the year","Total","Number","Total","51,847",""
"2017","Czechia","Total","Age reached during the year","Reporting country","Number","Total","6,754",""
"2017","Czechia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","12,773",""
"2017","Czechia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","32,320",""
"2017","Czechia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Denmark","Total","Age reached during the year","Total","Number","Total","68,579",""
"2017","Denmark","Total","Age reached during the year","Reporting country","Number","Total","15,387",""
"2017","Denmark","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","25,154",""
"2017","Denmark","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","28,026",""
"2017","Denmark","Total","Age reached during the year","Unknown","Number","Total","12",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","917,109","be"
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","90,657","be"
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","371,768","be"
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","449,934","be"
"2017","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","4,750","be"
"2017","Estonia","Total","Age reached during the year","Total","Number","Total","17,616",""
"2017","Estonia","Total","Age reached during the year","Reporting country","Number","Total","7,687",""
"2017","Estonia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","4,618",""
"2017","Estonia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","5,291",""
"2017","Estonia","Total","Age reached during the year","Unknown","Number","Total","20",""
"2017","Ireland","Total","Age reached during the year","Total","Number","Total","78,499",""
"2017","Ireland","Total","Age reached during the year","Reporting country","Number","Total","26,985",""
"2017","Ireland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","27,950",""
"2017","Ireland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","22,673",""
"2017","Ireland","Total","Age reached during the year","Unknown","Number","Total","891",""
"2017","Greece","Total","Age reached during the year","Total","Number","Total","112,247",""
"2017","Greece","Total","Age reached during the year","Reporting country","Number","Total","27,679",""
"2017","Greece","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","19,995",""
"2017","Greece","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","64,573",""
"2017","Greece","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Spain","Total","Age reached during the year","Total","Number","Total","532,132",""
"2017","Spain","Total","Age reached during the year","Reporting country","Number","Total","38,408",""
"2017","Spain","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","122,513",""
"2017","Spain","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","371,211",""
"2017","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","France","Total","Age reached during the year","Total","Number","Total","369,964",""
"2017","France","Total","Age reached during the year","Reporting country","Number","Total","84,802",""
"2017","France","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","75,606",""
"2017","France","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","209,556",""
"2017","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Croatia","Total","Age reached during the year","Total","Number","Total","15,553",""
"2017","Croatia","Total","Age reached during the year","Reporting country","Number","Total","3,941",""
"2017","Croatia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","2,384",""
"2017","Croatia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","9,224",""
"2017","Croatia","Total","Age reached during the year","Unknown","Number","Total","4",""
"2017","Italy","Total","Age reached during the year","Total","Number","Total","343,440",""
"2017","Italy","Total","Age reached during the year","Reporting country","Number","Total","32,641",""
"2017","Italy","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","53,269",""
"2017","Italy","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","257,530",""
"2017","Italy","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Cyprus","Total","Age reached during the year","Total","Number","Total","21,306",""
"2017","Cyprus","Total","Age reached during the year","Reporting country","Number","Total","3,987",""
"2017","Cyprus","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","8,904",""
"2017","Cyprus","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","8,415",""
"2017","Cyprus","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Latvia","Total","Age reached during the year","Total","Number","Total","9,916",""
"2017","Latvia","Total","Age reached during the year","Reporting country","Number","Total","4,134",""
"2017","Latvia","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","1,352",""
"2017","Latvia","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","4,419",""
"2017","Latvia","Total","Age reached during the year","Unknown","Number","Total","11",""
"2017","Lithuania","Total","Age reached during the year","Total","Number","Total","20,368",""
"2017","Lithuania","Total","Age reached during the year","Reporting country","Number","Total","8,844",""
"2017","Lithuania","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","1,485",""
"2017","Lithuania","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","10,039",""
"2017","Lithuania","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Luxembourg","Total","Age reached during the year","Total","Number","Total","24,379",""
"2017","Luxembourg","Total","Age reached during the year","Reporting country","Number","Total","1,197",""
"2017","Luxembourg","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","14,437",""
"2017","Luxembourg","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","8,668",""
"2017","Luxembourg","Total","Age reached during the year","Unknown","Number","Total","77",""
"2017","Hungary","Total","Age reached during the year","Total","Number","Total","68,070",""
"2017","Hungary","Total","Age reached during the year","Reporting country","Number","Total","21,289",""
"2017","Hungary","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","14,931",""
"2017","Hungary","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","31,846",""
"2017","Hungary","Total","Age reached during the year","Unknown","Number","Total","4",""
"2017","Malta","Total","Age reached during the year","Total","Number","Total","21,676",""
"2017","Malta","Total","Age reached during the year","Reporting country","Number","Total","1,684",""
"2017","Malta","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","10,675",""
"2017","Malta","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","9,317",""
"2017","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Netherlands","Total","Age reached during the year","Total","Number","Total","189,646",""
"2017","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","29,204",""
"2017","Netherlands","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","68,575",""
"2017","Netherlands","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","91,867",""
"2017","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2017","Austria","Total","Age reached during the year","Total","Number","Total","111,801",""
"2017","Austria","Total","Age reached during the year","Reporting country","Number","Total","7,858",""
"2017","Austria","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","59,194",""
"2017","Austria","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","43,567",""
"2017","Austria","Total","Age reached during the year","Unknown","Number","Total","1,182",""
"2017","Poland","Total","Age reached during the year","Total","Number","Total","209,353","ep"
"2017","Poland","Total","Age reached during the year","Reporting country","Number","Total","81,786","ep"
"2017","Poland","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","64,426","ep"
"2017","Poland","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","63,141","ep"
"2017","Poland","Total","Age reached during the year","Unknown","Number","Total","0","ep"
"2017","Portugal","Total","Age reached during the year","Total","Number","Total","36,639","e"
"2017","Portugal","Total","Age reached during the year","Reporting country","Number","Total","13,830","e"
"2017","Portugal","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","8,553","e"
"2017","Portugal","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","14,249","e"
"2017","Portugal","Total","Age reached during the year","Unknown","Number","Total","7","e"
"2017","Romania","Total","Age reached during the year","Total","Number","Total","177,435","e"
"2017","Romania","Total","Age reached during the year","Reporting country","Number","Total","95,231","e"
"2017","Romania","Total","Age reached during the year","EU28 countries except reporting country","Number","Total","12,936","e"
"2017","Romania","Total","Age reached during the year","Non-EU28 countries nor reporting country","Number","Total","65,508","e"
"2017","Romania","Total","Age reached during the year","Unknown","Number","Total","3,760","e"
"2017","Slovenia","Total","Age reached during the year","Total","Number","Total","18,808",""
